state,county,2015,2016,2017,2018,fips
Montana,Rosebud,835851,832151,848997,781232,
Montana,Sanders,289670,289688,301982,296745,
Montana,Sheridan,276193,288104,285901,234348,
Montana,Silver Bow,1345729,1336930,1367335,1378646,
Montana,Stillwater,608565,539169,592867,621154,
Montana,Sweet Grass,229216,220727,248899,244249,
Montana,Teton,252806,265674,211217,252910,
Montana,Toole,284825,294793,266288,285082,
Montana,Treasure,130328,112805,93634,101938,
Montana,Valley,300720,297133,293109,290784,
Montana,Wheatland,104663,99894,77251,97636,
Montana,Wibaux,58401,48628,71090,76035,
Montana,Yellowstone,9072491,8508210,8707161,8875311,
Nebraska,,110325737,110812032,113110421,114169981,
Nebraska,Adams,1598569,1602055,1714119,1697971,
Nebraska,Antelope,406389,477005,398641,397969,
Nebraska,Arthur,30152,20816,18114,29322,
Nebraska,Banner,73856,88082,41614,68444,
Nebraska,Blaine,60083,55222,41500,23606,
Nebraska,Boone,473938,483654,476813,451375,
Nebraska,Box Butte,561815,562449,584892,576177,
Nebraska,Boyd,114316,111663,127372,166144,
Nebraska,Brown,246107,275298,220839,232081,
Nebraska,Buffalo,2382086,2417932,2560804,2588065,
Nebraska,Burt,368574,372113,415813,401761,
Nebraska,Butler,355510,277823,268579,283009,
Nebraska,Cass,715961,745086,837287,888860,
Nebraska,Cedar,541796,567325,555665,551518,
Nebraska,Chase,250621,264767,250409,238371,
Nebraska,Cherry,438933,439218,372995,318031,
Nebraska,Cheyenne,681303,696396,676239,572030,
Nebraska,Clay,259723,247177,291137,279423,
Nebraska,Colfax,586485,603023,568457,675670,
Nebraska,Cuming,1087326,1193021,972675,881546,
Nebraska,Custer,823716,907201,714730,632937,
Nebraska,Dakota,1191919,1207866,1328078,1320460,
Nebraska,Dawes,321568,321374,298750,292301,
Nebraska,Dawson,1334782,1413226,1360110,1411429,
Nebraska,Deuel,67890,70171,89710,76752,
Nebraska,Dixon,278857,257784,281591,287658,
Nebraska,Dodge,1782769,1793309,1895362,1886102,
Nebraska,Douglas,39642957,39116440,40808279,41051019,
Nebraska,Dundy,134879,129705,127935,127078,
Nebraska,Fillmore,358645,319501,338053,334352,
Nebraska,Franklin,82239,75817,89589,74235,
Nebraska,Frontier,148368,136472,137211,146318,
Nebraska,Furnas,275766,265767,237969,260230,
Nebraska,Gage,971938,955295,1038713,1059874,
Nebraska,Garden,68321,69790,66687,62411,
Nebraska,Garfield,144924,147111,110094,111807,
Nebraska,Gosper,93601,94224,89295,106431,
Nebraska,Grant,57764,46837,31715,36280,
Nebraska,Greeley,126143,102995,88594,90759,
Nebraska,Hall,3139136,3088975,3196209,3274814,
Nebraska,Hamilton,513844,519794,521786,516602,
Nebraska,Harlan,163915,156456,115404,197579,
Nebraska,Hayes,89391,73123,43700,41260,
Nebraska,Hitchcock,114014,108079,140343,141801,
Nebraska,Holt,653985,597779,639897,684504,
Nebraska,Hooker,75097,75226,58222,53424,
Nebraska,Howard,230863,219305,196176,179026,
Nebraska,Jefferson,865723,922772,884009,929207,
Nebraska,Johnson,215403,214940,261751,242336,
Nebraska,Kearney,490509,435338,396763,394360,
Nebraska,Keith,361516,374487,335842,360919,
Nebraska,Keya Paha,83913,89754,80797,75076,
Nebraska,Kimball,156527,157171,168897,178149,
Nebraska,Knox,436687,395837,383186,465611,
Nebraska,Lancaster,15483640,15705577,16326207,16557682,
Nebraska,Lincoln,2230077,2391693,2146065,2184894,
Nebraska,Logan,60383,54894,37798,35375,
Nebraska,Loup,65587,73254,54108,36407,
Nebraska,Madison,2237030,2231519,2327461,2342025,
Nebraska,McPherson,52178,49835,46444,34887,
Nebraska,Merrick,414485,397477,395731,370977,
Nebraska,Morrill,648144,549997,541164,532896,
Nebraska,Nance,155195,134004,144621,143491,
Nebraska,Nemaha,644616,779030,814223,702909,
Nebraska,Nuckolls,278855,260188,247791,279862,
Nebraska,Otoe,1135992,1383317,1391166,1406119,
Nebraska,Pawnee,137748,140542,153031,180684,
Nebraska,Perkins,199872,210047,208765,234680,
Nebraska,Phelps,945786,1048731,945737,895982,
Nebraska,Pierce,340410,306407,289167,350960,
Nebraska,Platte,2328316,2364499,2455969,2560802,
Nebraska,Polk,289229,259101,289352,297542,
Nebraska,Red Willow,518555,504664,496919,521965,
Nebraska,Richardson,307177,315087,334147,321024,
Nebraska,Rock,127719,128921,130155,75430,
Nebraska,Saline,784766,804835,816062,874940,
Nebraska,Sarpy,6568133,6673011,6809589,6860214,
Nebraska,Saunders,664257,679983,700616,709898,
Nebraska,Scotts Bluff,1511358,1538525,1467883,1499979,
Nebraska,Seward,676818,651577,701790,683617,
Nebraska,Sheridan,231565,230599,216377,238816,
Nebraska,Sherman,110398,96229,86874,128385,
Nebraska,Sioux,122818,141509,88808,67340,
Nebraska,Stanton,327404,336697,352852,359343,
Nebraska,Thayer,389113,356002,361089,458204,
Nebraska,Thomas,77865,71486,60583,54706,
Nebraska,Thurston,484273,490493,573107,533816,
Nebraska,Valley,232203,254709,213004,220328,
Nebraska,Washington,1260512,1311075,1105701,1084508,
Nebraska,Wayne,436448,436045,475429,469606,
Nebraska,Webster,239911,234240,228947,266992,
Nebraska,Wheeler,193189,233610,177811,200951,
Nebraska,York,765658,737222,785440,778417,
Nevada,,135429189,139295513,143733369,149779867,
Nevada,Carson City,2995127,2993317,3156084,3240155,
Nevada,Churchill,922253,951966,961710,1038391,
Nevada,Clark,96610558,99198167,101392420,107622947,
Nevada,Douglas,2179846,2170340,2213182,2354292,
Nevada,Elko,2414125,2485334,2621223,2647073,
Nevada,Esmeralda,84367,95092,94987,88757,
Nevada,Eureka,1236657,1489421,1764131,1602010,
Nevada,Humboldt,1162938,1183387,1245291,1203099,
Nevada,Lander,723949,837997,971485,905873,
Nevada,Lincoln,160677,168014,172513,182133,
Nevada,Lyon,1245655,1318058,1361220,1428585,
Nevada,Mineral,189307,209668,217498,228422,
Nevada,Nye,1433332,1484407,1569375,1609430,
Nevada,Pershing,329466,334099,387638,363785,
Nevada,Storey,793291,728269,1156934,1485373,
Nevada,Washoe,22157039,22884873,23687744,22976437,
Nevada,White Pine,591141,629704,724637,705080,
New Hampshire,,71511135,72815608,74118843,75833174,
New Hampshire,Belknap,2529942,2559534,2595286,2673442,
New Hampshire,Carroll,1962369,1962213,1988941,2029530,
New Hampshire,Cheshire,3335054,3334470,3355740,3376138,
New Hampshire,Coos,1142239,1156841,1138637,1146857,
New Hampshire,Grafton,5727106,5748182,5835561,5996422,
New Hampshire,Hillsborough,23854124,24416112,24782415,25514840,
New Hampshire,Merrimack,8493092,8521382,8617333,8883678,
New Hampshire,Rockingham,17607009,18196013,18630704,18938880,
New Hampshire,Strafford,5378308,5429720,5669014,5764984,
New Hampshire,Sullivan,1485561,1497579,1513465,1518317,
New Jersey,,535299201,539942759,543530089,555755102,
New Jersey,Atlantic,12705660,12471409,12424734,12863458,
New Jersey,Bergen,64989040,64865064,64494856,66148892,
New Jersey,Burlington,24340302,24365768,24747071,25242828,
New Jersey,Camden,22558680,22921961,23199521,23773431,
New Jersey,Cape May,4803794,4800458,4757727,4852632,
New Jersey,Cumberland,6012536,6126043,5954454,6051881,
New Jersey,Essex,50829629,51344851,51601199,52311173,
New Jersey,Gloucester,14304875,13985808,14162898,14353051,
New Jersey,Hudson,41946981,42034951,43796480,44690400,
New Jersey,Hunterdon,6603611,6541100,6838373,6811313,
New Jersey,Mercer,27806922,28160390,27815178,28459499,
New Jersey,Middlesex,55223378,56463802,56688188,58319626,
New Jersey,Monmouth,30500735,30842363,31018115,31954708,
New Jersey,Morris,50235247,51655588,51699014,52564871,
New Jersey,Ocean,18428288,18517079,18535721,18862944,
New Jersey,Passaic,21494475,21318572,20861160,21166615,
New Jersey,Salem,5093409,4675502,4905133,5000437,
New Jersey,Somerset,33079642,34599973,36051564,37343694,
New Jersey,Sussex,4373376,4404366,4371424,4478411,
New Jersey,Union,35781217,35677223,35531624,36426964,
New Jersey,Warren,4275997,4268309,4165110,4183193,
New Mexico,,91200832,91268262,91343606,93604628,
New Mexico,Bernalillo,32750420,33592951,33219394,33852532,
New Mexico,Catron,76972,74135,74651,75309,
New Mexico,Chaves,2048359,2072346,2041275,2003504,
New Mexico,Cibola,647182,642636,623455,614425,
New Mexico,Colfax,455729,450583,431526,411440,
New Mexico,Curry,2938820,2987664,3041013,3024286,
New Mexico,De Baca,50732,53641,50587,50467,
New Mexico,Doña Ana,6597222,6788949,6712348,6757266,
New Mexico,Eddy,7224246,7048553,7333885,8235321,
New Mexico,Grant,1224645,1176183,1208780,1170854,
New Mexico,Guadalupe,131684,136767,123628,124670,
New Mexico,Harding,150860,146672,133781,110695,
New Mexico,Hidalgo,194725,188857,185673,193173,
New Mexico,Lea,6677616,6023175,6626799,7791593,
New Mexico,Lincoln,581182,579079,571364,590517,
New Mexico,Los Alamos,1994809,2082560,2113033,2128143,
New Mexico,Luna,762490,769141,742469,754364,
New Mexico,McKinley,2523990,2381551,2377395,2422005,
New Mexico,Mora,131137,105835,74015,76640,
New Mexico,Otero,2424955,2459480,2471232,2526350,
New Mexico,Quay,271051,260487,261362,264816,
New Mexico,Rio Arriba,1428674,1415510,1406660,1343500,
New Mexico,Roosevelt,565725,638336,667034,643474,
New Mexico,San Juan,6655678,6228398,6189598,5812050,
New Mexico,San Miguel,607695,603167,588496,588905,
New Mexico,Sandoval,2989408,2984347,2937060,2991564,
New Mexico,Santa Fe,5835174,5810487,5748226,5825345,
New Mexico,Sierra,296633,305584,306440,283461,
New Mexico,Socorro,488248,480380,463697,476932,
New Mexico,Taos,867450,872461,871736,875296,
New Mexico,Torrance,332732,306881,309239,332211,
New Mexico,Union,231584,237922,234055,214166,
New Mexico,Valencia,1115840,1132206,1198220,1261642,
New York,,1372162790,1389680638,1418942002,1435636154,
New York,Albany,27048252,27577236,27798104,27767672,
New York,Allegany,1344667,1307134,1306720,1314918,
New York,Bronx,38864519,38921080,39819920,42695638,
New York,Broome,8727400,8703292,8865371,8981867,
New York,Cattaraugus,2738023,2649524,2679529,2659316,
New York,Cayuga,2532267,2466121,2472707,2455069,
New York,Chautauqua,4812366,4720719,4846451,4795711,
New York,Chemung,3672232,3598261,3573676,3625650,
New York,Chenango,1971041,1972456,1986133,1973842,
New York,Clinton,3519059,3498274,3565723,3554003,
New York,Columbia,2313702,2293614,2234832,2234756,
New York,Cortland,1823915,1754693,1781987,1780484,
New York,Delaware,1721280,1688280,1759604,1738567,
New York,Dutchess,12096100,12206856,12417718,12564796,
New York,Erie,50320424,50556003,51067834,51595428,
New York,Essex,1398071,1400243,1411164,1428868,
New York,Franklin,1642841,1665124,1724479,1696153,
New York,Fulton,1628782,1685308,1729982,1687432,
New York,Genesee,2223566,2117205,2189801,2176156,
New York,Greene,1991231,2067792,2093170,2057304,
New York,Hamilton,246761,241928,246607,250516,
New York,Herkimer,1717691,1696935,1746998,1760557,
New York,Jefferson,6064487,5870512,5929646,5910020,
New York,Kings,81205561,82653065,85445141,91559456,
New York,Lewis,906174,926827,937068,926216,
New York,Livingston,1891610,1851189,1984716,2021448,
New York,Madison,2076126,2031060,2099267,2093954,
New York,Monroe,43140086,43381854,43624348,43857509,
New York,Montgomery,1731161,1742213,1809292,1796337,
New York,Nassau,80269906,80681308,81313669,81196003,
New York,New York,573528969,585656623,601464989,600244287,
New York,Niagara,8388828,8646433,8682100,8730408,
New York,Oneida,9762134,9907398,10042066,10131589,
New York,Onondaga,27780869,27898437,28255882,28644000,
New York,Ontario,5507781,5332887,5448300,5486118,
New York,Orange,14672185,14820032,15073314,15425245,
New York,Orleans,1271741,1216953,1228264,1244000,
New York,Oswego,6086390,5912547,6066338,5992557,
New York,Otsego,2207943,2212215,2261655,2269245,
New York,Putnam,2985701,3024277,3038085,3056190,
New York,Queens,85740807,86540887,88148259,93310007,
New York,Rensselaer,5970685,6042529,6081432,6111679,
New York,Richmond,13135417,13191421,13466926,14514449,
New York,Rockland,19043649,18597075,18363045,18491409,
New York,Saratoga,9425616,9519300,9917618,10178558,
New York,Schenectady,7372128,7455772,7426193,7384149,
New York,Schoharie,835761,866539,903524,925013,
New York,Schuyler,554743,545913,538548,541201,
New York,Seneca,1268235,1223935,1250509,1247337,
New York,St. Lawrence,4116825,4200119,4383886,4325055,
New York,Steuben,4890557,4910437,5008340,5127024,
New York,Suffolk,79155650,80043110,81130606,81211899,
New York,Sullivan,2456438,2477704,2525990,2619796,
New York,Tioga,1771057,1799913,1867065,1860690,
New York,Tompkins,5326929,5325458,5355968,5412942,
New York,Ulster,6033576,6065862,6184371,6237082,
New York,Warren,3516729,3590915,3674566,3674608,
New York,Washington,1685650,1679988,1691986,1678558,
New York,Wayne,3371422,3486874,3473297,3369099,
New York,Westchester,70147901,70992954,72788556,73404644,
New York,Wyoming,1575129,1480151,1546389,1505437,
New York,Yates,795064,834030,831196,834674,
North Carolina,,469478788,475338993,485498603,497331293,
North Carolina,Alamance,5027956,5142796,5200654,5364474,
North Carolina,Alexander,823327,812487,832551,842421,
North Carolina,Alleghany,449382,452424,449034,435819,
North Carolina,Anson,727526,704947,717191,742405,
North Carolina,Ashe,696618,708157,713269,723421,
North Carolina,Avery,539756,547967,551629,561233,
North Carolina,Beaufort,1486506,1464391,1461204,1458160,
North Carolina,Bertie,620038,581268,590907,575857,
North Carolina,Bladen,1534716,1499085,1529270,1495126,
North Carolina,Brunswick,3411835,3533327,3622101,3648227,
North Carolina,Buncombe,10809496,11063449,11364249,11793788,
North Carolina,Burke,2546945,2526624,2541924,2583060,
North Carolina,Cabarrus,5842702,6157715,6466497,6399369,
North Carolina,Caldwell,2087420,2149216,2215203,2347493,
North Carolina,Camden,160501,153013,149751,150096,
North Carolina,Carteret,1939290,1970264,2031632,2088792,
North Carolina,Caswell,410859,416791,422189,424740,
North Carolina,Catawba,7725457,7867830,8129434,8261212,
North Carolina,Chatham,1329533,1327417,1374782,1384426,
North Carolina,Cherokee,677129,668725,674489,698213,
North Carolina,Chowan,448630,450951,471006,480691,
North Carolina,Clay,185959,183641,185571,192692,
North Carolina,Cleveland,3191379,3302964,3468554,3593630,
North Carolina,Columbus,1338727,1330520,1325820,1321227,
North Carolina,Craven,4406139,4348858,4278374,4360609,
North Carolina,Cumberland,15932102,15814473,15999225,16269352,
North Carolina,Currituck,595990,573065,599949,632304,
North Carolina,Dare,1760360,1741756,1770927,1787834,
North Carolina,Davidson,4312622,4531913,4708272,4683171,
North Carolina,Davie,1050328,1092842,1165652,1167374,
North Carolina,Duplin,2232948,2191274,2235975,2122949,
North Carolina,Durham,34363523,33897699,34665300,35921840,
North Carolina,Edgecombe,1464921,1467042,1478580,1494281,
North Carolina,Forsyth,21321563,21293669,21513599,21641338,
North Carolina,Franklin,1189536,1195368,1236938,1279293,
North Carolina,Gaston,6270238,6331095,6530380,6804692,
North Carolina,Gates,146894,144911,146569,148159,
North Carolina,Graham,229708,211268,218290,234842,
North Carolina,Granville,2035253,2073674,2120106,2098627,
North Carolina,Greene,467207,491428,513928,494686,
North Carolina,Guilford,30734191,30328567,30886851,31387797,
North Carolina,Halifax,1403555,1376816,1363691,1396171,
North Carolina,Harnett,2021501,2071660,2124069,2167983,
North Carolina,Haywood,1496082,1520300,1516459,1569361,
North Carolina,Henderson,3795282,3994726,4075955,4235883,
North Carolina,Hertford,772232,783188,788885,780391,
North Carolina,Hoke,823777,847554,878796,862833,
North Carolina,Hyde,261045,242303,246573,256337,
North Carolina,Iredell,7133047,7260397,7230451,7394300,
North Carolina,Jackson,1200620,1245747,1283418,1287707,
North Carolina,Johnston,4218400,4290371,4443268,4571119,
North Carolina,Jones,169119,181737,185819,171971,
North Carolina,Lee,3167808,3090131,3121920,3210730,
North Carolina,Lenoir,2487698,2457167,2548022,2577693,
North Carolina,Lincoln,1962659,2012355,2048504,2116667,
North Carolina,McDowell,1283270,1261653,1298305,1306127,
North Carolina,Macon,972082,964272,978753,1009238,
North Carolina,Madison,359391,358964,366218,370832,
North Carolina,Martin,627283,620081,618511,614404,
North Carolina,Mecklenburg,92297858,92994049,95855607,97637010,
North Carolina,Mitchell,427726,427702,435652,461212,
North Carolina,Montgomery,844812,849711,851901,870571,
North Carolina,Moore,2967268,3030381,3087360,3190937,
North Carolina,Nash,7117694,7692590,7608901,7510036,
North Carolina,New Hanover,11268387,11688995,11864700,12296654,
North Carolina,Northampton,484410,479657,481893,488283,
North Carolina,Onslow,7823390,8207955,8005278,8155742,
North Carolina,Orange,7032675,7223097,7341967,7675148,
North Carolina,Pamlico,266811,266239,268789,274286,
North Carolina,Pasquotank,1400204,1397687,1412519,1414396,
North Carolina,Pender,1037407,1099411,1127053,1141947,
North Carolina,Perquimans,202356,202571,234335,236000,
North Carolina,Person,1473982,1429239,1300679,1302748,
North Carolina,Pitt,7526442,7534598,7719111,7778281,
North Carolina,Polk,462233,462178,452732,458682,
North Carolina,Randolph,3890738,3857985,3915646,3960189,
North Carolina,Richmond,1754462,1770417,1748608,1845375,
North Carolina,Robeson,3055855,2996269,3065727,3083812,
North Carolina,Rockingham,2959621,2966286,2923215,2957387,
North Carolina,Rowan,4538382,4633194,4688045,4829489,
North Carolina,Rutherford,1560750,1578507,1588194,1643630,
North Carolina,Sampson,2103971,2121400,2137020,2053485,
North Carolina,Scotland,949731,943861,959215,982653,
North Carolina,Stanly,1616731,1669552,1715003,1749811,
North Carolina,Stokes,1163925,1085314,1043722,988135,
North Carolina,Surry,2357193,2350239,2390757,2447200,
North Carolina,Swain,522380,520435,515112,534478,
North Carolina,Transylvania,885429,926855,931944,963170,
North Carolina,Tyrrell,112498,115497,111921,105323,
North Carolina,Union,5687927,5833726,6092179,6210252,
North Carolina,Vance,1208249,1215038,1208062,1202825,
North Carolina,Wake,61468221,64182144,66188586,70297010,
North Carolina,Warren,335188,327648,323076,323338,
North Carolina,Washington,256639,252520,252370,253888,
North Carolina,Watauga,1826776,1839582,1887055,1924260,
North Carolina,Wayne,4685843,4637941,4702700,4714200,
North Carolina,Wilkes,2089128,2070085,2132974,2103352,
North Carolina,Wilson,3790647,3775521,3830882,3890550,
North Carolina,Yadkin,983467,1024254,1078335,1053658,
North Carolina,Yancey,348411,359684,364136,412309,
North Dakota,,54901573,51036328,51014744,52872991,
North Dakota,Adams,138995,132063,211640,163724,
North Dakota,Barnes,563345,676389,636932,659641,
North Dakota,Benson,244891,174124,176223,213186,
North Dakota,Billings,165118,121732,124315,123345,
North Dakota,Bottineau,327405,315255,288579,358288,
North Dakota,Bowman,319169,253833,287857,246299,
North Dakota,Burke,227834,167052,157692,137304,
North Dakota,Burleigh,5365185,5199793,5162417,5212246,
North Dakota,Cass,10994343,10901197,10886640,11198520,
North Dakota,Cavalier,312546,390680,343051,448729,
North Dakota,Dickey,257245,290617,228929,292025,
North Dakota,Divide,361600,227484,213937,192612,
North Dakota,Dunn,1137588,849245,943825,973681,
North Dakota,Eddy,115951,89409,113713,115790,
North Dakota,Emmons,162230,214180,175605,172102,
North Dakota,Foster,274473,345558,302783,272478,
North Dakota,Golden Valley,81873,80374,76497,77051,
North Dakota,Grand Forks,3645135,3608213,3691868,3740414,
North Dakota,Grant,107374,124551,146863,82249,
North Dakota,Griggs,142901,191599,154534,141446,
North Dakota,Hettinger,152128,116250,125762,115597,
North Dakota,Kidder,155752,111843,124336,135635,
North Dakota,LaMoure,236963,307707,186174,280936,
North Dakota,Logan,163124,166350,191340,192265,
North Dakota,McHenry,290240,233487,225380,278859,
North Dakota,McIntosh,153705,153020,210576,185579,
North Dakota,McKenzie,2933082,2464867,2586303,2956333,
North Dakota,McLean,693917,733122,670149,753102,
North Dakota,Mercer,1064167,1158086,1058324,957979,
North Dakota,Morton,1459401,1378960,1466400,1477280,
North Dakota,Mountrail,1945472,1524876,1482099,1518221,
North Dakota,Nelson,121239,157064,192731,155934,
North Dakota,Oliver,264424,253172,261681,256140,
North Dakota,Pembina,395027,352260,357025,359871,
North Dakota,Pierce,235912,214859,220620,262660,
North Dakota,Ramsey,592098,556916,550038,516137,
North Dakota,Ransom,230984,246493,232993,249745,
North Dakota,Renville,117062,154802,107119,146690,
North Dakota,Richland,759077,907650,925152,950729,
North Dakota,Rolette,366967,353423,373961,374598,
North Dakota,Sargent,825761,792298,790211,854986,
North Dakota,Sheridan,71139,71000,47473,40615,
North Dakota,Sioux,178396,163302,153906,129712,
North Dakota,Slope,100784,75565,49973,57324,
North Dakota,Stark,3070264,2377398,2412100,2523736,
North Dakota,Steele,128484,227906,178207,183572,
North Dakota,Stutsman,1058119,1265419,1230690,1337331,
North Dakota,Towner,86568,81594,96848,125071,
North Dakota,Traill,418394,409375,436391,397360,
North Dakota,Walsh,565198,448297,559783,487946,
North Dakota,Ward,4055404,3650218,3555409,3733225,
North Dakota,Wells,268488,265222,323939,268583,
North Dakota,Williams,6721576,4887064,4921056,5435976,
Ohio,,580414093,585088902,594315188,605394561,
Ohio,Adams,1369333,1528527,1285726,835269,
Ohio,Allen,7017857,7137897,7249480,7558930,
Ohio,Ashland,1609795,1598130,1595899,1627015,
Ohio,Ashtabula,2784450,2683288,2719196,2781238,
Ohio,Athens,1892880,1898820,1961671,1899070,
Ohio,Auglaize,2009807,2003508,2074560,2234651,
Ohio,Belmont,4355531,5175882,6448543,6153399,
Ohio,Brown,780418,769987,787000,785545,
Ohio,Butler,16808916,17223274,17759787,18352682,
Ohio,Carroll,3102236,3617615,3232375,3157285,
Ohio,Champaign,1025201,992346,1089925,1058604,
Ohio,Clark,4294566,4284040,4352218,4414081,
Ohio,Clermont,7418889,7195908,7471274,7620619,
Ohio,Clinton,1764094,1787618,1827429,1933426,
Ohio,Columbiana,3102927,2960143,2964828,2970872,
Ohio,Coshocton,1551870,1383780,1329803,1331966,
Ohio,Crawford,1267182,1243057,1250396,1235200,
Ohio,Cuyahoga,85763963,85879394,86988138,88717686,
Ohio,Darke,1719201,2012476,1903407,1841018,
Ohio,Defiance,1692186,1734683,1653830,1710144,
Ohio,Delaware,8974761,9271953,9765615,9853034,
Ohio,Erie,4866634,4973481,4907825,4996510,
Ohio,Fairfield,3579982,3636171,3831982,3795258,
Ohio,Fayette,2049146,2287329,2208698,2311461,
Ohio,Franklin,82444864,83159605,84688146,86497107,
Ohio,Fulton,2004665,1977001,1963895,1984068,
Ohio,Gallia,1920237,2044957,2180751,2158774,
Ohio,Geauga,3658335,3594792,3659094,3733117,
Ohio,Greene,8178552,8336201,8559962,8796649,
Ohio,Guernsey,2340389,2234255,2319688,2607037,
Ohio,Hamilton,64157236,65651526,66604173,66977577,
Ohio,Hancock,5536492,5394451,5226732,5242941,
Ohio,Hardin,839240,846835,824076,952308,
Ohio,Harrison,2354971,2746683,2480727,1996217,
Ohio,Henry,1050729,1100507,1084932,1142699,
Ohio,Highland,987667,980858,1027096,1025946,
Ohio,Hocking,584489,589189,592438,586310,
Ohio,Holmes,2062422,2017562,2202629,2211791,
Ohio,Huron,2121494,2066681,2168602,2163662,
Ohio,Jackson,925429,890195,891526,899289,
Ohio,Jefferson,2963056,3142613,3456018,3836529,
Ohio,Knox,1864195,1824453,1868251,1893132,
Ohio,Lake,10274824,10313229,10343359,10482488,
Ohio,Lawrence,1620930,1684179,1562763,1626548,
Ohio,Licking,5160590,5179948,5316725,5577325,
Ohio,Logan,1799183,1817093,1839684,1921506,
Ohio,Lorain,9956275,9878722,9892230,10027706,
Ohio,Lucas,24102235,23856108,24073775,24726798,
Ohio,Madison,1589351,1645255,1747084,1689443,
Ohio,Mahoning,8642714,8512047,8594657,8660236,
Ohio,Marion,2435079,2471461,2581846,2688988,
Ohio,Medina,6115445,6179047,6250513,6362804,
Ohio,Meigs,370041,358481,356236,364284,
Ohio,Mercer,1971952,1840435,1886572,2157710,
Ohio,Miami,3841684,3944911,3987969,4056603,
Ohio,Monroe,1716334,2468886,2643518,3348767,
Ohio,Montgomery,24958095,25000243,25413874,25846635,
Ohio,Morgan,296701,289645,301273,305891,
Ohio,Morrow,600852,585433,534655,560880,
Ohio,Muskingum,3642468,3552449,3561412,3650728,
Ohio,Noble,1438383,1439000,1365013,1222413,
Ohio,Ottawa,1861788,1784783,1861090,1826546,
Ohio,Paulding,553238,544632,535779,583138,
Ohio,Perry,634815,635718,684221,716005,
Ohio,Pickaway,1555383,1587230,1716544,1703465,
Ohio,Pike,1561518,1687654,1616983,1721831,
Ohio,Portage,5416697,5295803,5365071,5443756,
Ohio,Preble,991661,1060737,1066987,1130191,
Ohio,Putnam,1243560,1144342,1142089,1288471,
Ohio,Richland,4287575,4275260,4324887,4395247,
Ohio,Ross,2503185,2455400,2516975,2585225,
Ohio,Sandusky,2660036,2561870,2638653,2645958,
Ohio,Scioto,2857741,2811481,2913525,2879940,
Ohio,Seneca,1741555,1731778,1634317,1691055,
Ohio,Shelby,2808665,2795544,2858071,2946112,
Ohio,Stark,15174803,14767795,15081745,15368075,
Ohio,Summit,26663847,26817706,27010320,27469578,
Ohio,Trumbull,7507122,7323882,7129207,7324549,
Ohio,Tuscarawas,3505071,3383761,3541214,3427629,
Ohio,Union,3375209,3461927,3639097,3699605,
Ohio,Van Wert,1068746,1099937,1155863,1280158,
Ohio,Vinton,233406,262549,260163,284889,
Ohio,Warren,8786707,9298764,9443616,9800470,
Ohio,Washington,3363329,3286752,3191102,3258342,
Ohio,Wayne,4786305,4879077,4971954,5065142,
Ohio,Williams,1550549,1602437,1553147,1603752,
Ohio,Wood,5949133,6045965,6103637,6283101,
Ohio,Wyandot,881829,888834,906967,1001495,
Oklahoma,,195902133,190109718,191544229,196524608,
Oklahoma,Adair,430694,424679,419065,408031,
Oklahoma,Alfalfa,423149,345852,314076,298710,
Oklahoma,Atoka,280839,290614,294804,295589,
Oklahoma,Beaver,334194,366518,403184,394575,
Oklahoma,Beckham,1383029,1197148,1251868,1290829,
Oklahoma,Blaine,380382,371722,381962,387582,
Oklahoma,Bryan,1198302,1257544,1328173,1384160,
Oklahoma,Caddo,808449,754752,783384,830123,
Oklahoma,Canadian,3351297,3253235,3453778,4179430,
Oklahoma,Carter,2942382,2819009,2741834,2774940,
Oklahoma,Cherokee,1116493,1101957,1083691,1089457,
Oklahoma,Choctaw,470073,417288,422450,401704,
Oklahoma,Cimarron,209932,209709,223045,227759,
Oklahoma,Cleveland,7218155,7035475,6984853,7136979,
Oklahoma,Coal,124128,113983,110858,113178,
Oklahoma,Comanche,4555274,4419224,4375976,4449256,
Oklahoma,Cotton,183083,139865,132679,154329,
Oklahoma,Craig,460270,430893,424961,437043,
Oklahoma,Creek,1724905,1709253,1714778,1772087,
Oklahoma,Custer,1561445,1486465,1562556,1608792,
Oklahoma,Delaware,806705,782350,804068,781897,
Oklahoma,Dewey,275075,285355,270449,287368,
Oklahoma,Ellis,277578,280780,331455,310260,
Oklahoma,Garfield,4329007,4591465,3345503,3391713,
Oklahoma,Garvin,1593669,1405677,1439033,1442473,
Oklahoma,Grady,1296396,1256968,1274825,1325781,
Oklahoma,Grant,363602,375589,430083,410720,
Oklahoma,Greer,107874,98653,98830,101044,
Oklahoma,Harmon,130149,88941,74971,70276,
Oklahoma,Harper,263182,290250,281525,292756,
Oklahoma,Haskell,371424,346586,337507,334121,
Oklahoma,Hughes,331154,318918,326243,336760,
Oklahoma,Jackson,1071006,1088957,1115074,1161027,
Oklahoma,Jefferson,161731,160390,138729,130558,
Oklahoma,Johnston,301013,326618,333660,356917,
Oklahoma,Kay,1672410,1649961,1679034,1704780,
Oklahoma,Kingfisher,724748,758330,789892,947739,
Oklahoma,Kiowa,254049,229400,218569,209120,
Oklahoma,Latimer,483193,448427,393997,370132,
Oklahoma,Le Flore,1402994,1389376,1373567,1361405,
Oklahoma,Lincoln,686056,652778,643212,658277,
Oklahoma,Logan,594197,590636,607349,614523,
Oklahoma,Love,366583,384100,388888,396813,
