fips,2015,2016,2017,2018
16017,1203181.0,1255585.0,1288396.0,1339019.0
16019,4297612.0,4420880.0,4706502.0,4905301.0
16021,330236.0,323666.0,331655.0,336364.0
16023,899969.0,926251.0,941600.0,959859.0
16025,59369.0,51702.0,53965.0,54147.0
16027,4667740.0,4908188.0,5173535.0,5367721.0
16029,449688.0,473118.0,422832.0,427875.0
16031,1442996.0,1522684.0,1493282.0,1648535.0
16033,38743.0,40432.0,42709.0,41594.0
16035,334191.0,346251.0,319389.0,324971.0
16037,183862.0,177582.0,159715.0,177291.0
16039,1075692.0,1146784.0,1136802.0,1163797.0
16041,327753.0,329244.0,334880.0,333650.0
16043,379529.0,391335.0,393074.0,402818.0
16045,294247.0,301361.0,310248.0,319609.0
16047,1085244.0,1285904.0,1359701.0,1272187.0
16049,435818.0,421114.0,437098.0,486206.0
16051,527181.0,558225.0,549893.0,563537.0
16053,1151770.0,1235347.0,1265148.0,1359384.0
16055,4856952.0,5124128.0,5301432.0,5529281.0
16057,1161801.0,1157231.0,1200539.0,1242423.0
16059,220208.0,219388.0,221989.0,231853.0
16061,152530.0,145942.0,136821.0,156358.0
16063,219610.0,237248.0,261456.0,286254.0
16065,1059045.0,1066510.0,1089869.0,1115604.0
16067,733016.0,731849.0,689238.0,736107.0
16069,1789641.0,1844174.0,1864193.0,1889423.0
16071,109800.0,112375.0,102273.0,110667.0
16073,379634.0,395649.0,379301.0,383126.0
16075,837885.0,844072.0,833896.0,780280.0
16077,393130.0,360153.0,372306.0,419021.0
16079,608344.0,568106.0,451515.0,466589.0
16081,252736.0,264624.0,278215.0,309013.0
16083,3092119.0,3188155.0,3233364.0,3323275.0
16085,405348.0,425180.0,451269.0,455186.0
16087,380153.0,411155.0,415826.0,404915.0
17001,3184014.0,3120703.0,3139643.0,3284870.0
17003,169523.0,180046.0,175907.0,180487.0
17005,538723.0,505537.0,510397.0,556141.0
17007,1539986.0,1576573.0,1494617.0,1706969.0
17009,399933.0,387127.0,403323.0,403332.0
17011,1214852.0,1156349.0,1196240.0,1200477.0
17013,111252.0,100621.0,100905.0,109270.0
17015,486450.0,561679.0,530307.0,463346.0
17017,622333.0,612636.0,622070.0,638399.0
17019,10426855.0,10084549.0,10009038.0,10356705.0
17021,1280011.0,1291070.0,1344448.0,1346262.0
17023,526704.0,540468.0,557592.0,608104.0
17025,626606.0,589274.0,586556.0,588562.0
17027,1124530.0,1196619.0,1173145.0,1210870.0
17029,2181513.0,2178366.0,2262329.0,2305836.0
17031,348451260.0,351380397.0,354454887.0,362063569.0
17033,3453908.0,2650746.0,3037722.0,3154494.0
17035,313014.0,308883.0,331514.0,343839.0
17039,3630041.0,3542208.0,3523477.0,3614570.0
17037,1083952.0,1160793.0,1103938.0,1129745.0
17041,914455.0,918981.0,950619.0,1002215.0
17043,79834105.0,80271717.0,81750103.0,82596221.0
17045,698730.0,690176.0,744879.0,756615.0
17047,269148.0,267365.0,288114.0,279804.0
17049,1838013.0,1848777.0,1961274.0,2041960.0
17051,537250.0,556309.0,571792.0,599015.0
17053,712640.0,786186.0,751179.0,788611.0
17055,1053082.0,1093603.0,1129146.0,1247960.0
17057,923587.0,869606.0,877634.0,917536.0
17059,281032.0,296067.0,296363.0,276703.0
17061,311613.0,335338.0,348085.0,377090.0
17063,3043557.0,3177894.0,3179509.0,3145931.0
17065,421809.0,350296.0,454792.0,460533.0
17067,514828.0,593121.0,641336.0,683222.0
17069,112469.0,107120.0,106132.0,105717.0
17071,178910.0,205747.0,223328.0,201065.0
17073,1475718.0,1482948.0,1501490.0,1436917.0
17075,1033837.0,1185885.0,1076897.0,1056396.0
17077,2629683.0,2772570.0,2662323.0,2805921.0
17079,543385.0,515877.0,542544.0,568282.0
17081,1690280.0,1686122.0,1680172.0,1695482.0
17083,508360.0,487948.0,493367.0,502115.0
17085,852024.0,862970.0,812410.0,819232.0
17087,237706.0,229919.0,225677.0,226975.0
17089,21202757.0,21140553.0,21471957.0,21846847.0
17091,4261711.0,4383459.0,4366489.0,4370611.0
17093,2783139.0,2826945.0,2877800.0,2910561.0
17095,1789162.0,1834303.0,1763589.0,1750985.0
17097,57300737.0,57791108.0,58704142.0,60106642.0
17099,5271458.0,5282238.0,5362331.0,5398514.0
17101,527142.0,505490.0,516322.0,510953.0
17103,1339798.0,1335417.0,1445488.0,1508358.0
17105,1787533.0,1900803.0,1764773.0,1753899.0
17107,943786.0,1106815.0,1055645.0,1110851.0
17115,6554747.0,6405913.0,6238665.0,6523486.0
17117,1195334.0,1074504.0,1096295.0,1163098.0
17119,11100623.0,10721584.0,10794089.0,11293639.0
17121,1277650.0,1280697.0,1287918.0,1372400.0
17123,395690.0,453634.0,416978.0,403674.0
17125,468271.0,544718.0,579311.0,577815.0
17127,741026.0,694090.0,685117.0,690326.0
17109,1137526.0,1179808.0,1150678.0,1150422.0
17111,10178110.0,10098988.0,10166494.0,10241435.0
17113,11869056.0,12002700.0,11826318.0,11802499.0
17129,267013.0,236933.0,250856.0,289134.0
17131,412809.0,377800.0,420641.0,403854.0
17133,896581.0,865997.0,882959.0,923297.0
17135,1093283.0,1188741.0,1274122.0,1324737.0
17137,1378474.0,1376639.0,1365793.0,1445898.0
17139,581590.0,571325.0,623786.0,692823.0
17141,2722574.0,2735223.0,2701069.0,2721329.0
17143,10936082.0,10717177.0,11186444.0,12040364.0
17145,638393.0,647016.0,651924.0,712065.0
17147,443287.0,424724.0,426637.0,477520.0
17149,545855.0,629663.0,613389.0,623777.0
17151,103258.0,93027.0,99490.0,96338.0
17153,233971.0,246211.0,258663.0,236180.0
17155,323396.0,351440.0,348240.0,338034.0
17157,1540865.0,1510682.0,1423239.0,1470109.0
17159,812538.0,898151.0,925273.0,962210.0
17161,10216326.0,10199947.0,10404094.0,10496180.0
17165,982085.0,871157.0,889487.0,849787.0
17167,10218497.0,10058948.0,10125082.0,10570791.0
17169,271538.0,285042.0,286222.0,285717.0
17171,146400.0,166408.0,166276.0,189956.0
17173,681757.0,684249.0,705315.0,810282.0
17163,10538141.0,10525960.0,10616286.0,10679494.0
17175,226737.0,237581.0,251750.0,227465.0
17177,1981416.0,1994216.0,1897427.0,1923456.0
17179,10118112.0,9108186.0,8177447.0,8206096.0
17181,456061.0,480356.0,455045.0,448465.0
17183,3180311.0,3214461.0,3196706.0,3285723.0
17185,350236.0,350747.0,373729.0,376181.0
17187,639761.0,689555.0,718109.0,750948.0
17189,742961.0,833583.0,898282.0,1013500.0
17191,663586.0,649001.0,604981.0,648342.0
17193,607841.0,594068.0,597729.0,573158.0
17195,2130629.0,1997881.0,2077581.0,2090471.0
17197,26858890.0,27399059.0,27685330.0,28209374.0
17199,2637918.0,2662912.0,2700573.0,2796011.0
17201,12642576.0,12582907.0,12757249.0,13080810.0
17203,1194641.0,1217365.0,1156829.0,1155062.0
18001,1239264.0,1281672.0,1351353.0,1416976.0
18003,18874695.0,18938297.0,19105381.0,19716158.0
18005,5804117.0,5827358.0,6063299.0,6363058.0
18007,363736.0,427764.0,406379.0,421798.0
18009,267607.0,299424.0,297807.0,292995.0
18011,3879642.0,3894398.0,4344034.0,4528949.0
18013,243485.0,242380.0,236847.0,241987.0
18015,567678.0,618213.0,618854.0,661601.0
18017,1164403.0,1214464.0,1220270.0,1258237.0
18019,4326567.0,4343758.0,4355017.0,4380616.0
18021,597363.0,599020.0,618062.0,640668.0
18023,1035616.0,1005079.0,1029168.0,1100849.0
18025,181310.0,180768.0,188878.0,188897.0
18027,1104312.0,1055918.0,1116774.0,1159916.0
18033,2333251.0,2413806.0,2418339.0,2466948.0
18029,1553011.0,1552498.0,1547368.0,1510907.0
18031,1247248.0,1292516.0,1374281.0,1431726.0
18035,3762814.0,3754936.0,3827953.0,3872532.0
18037,2598251.0,2506210.0,2573161.0,2615764.0
18039,10329039.0,10767472.0,11979393.0,12038611.0
18041,537627.0,549131.0,556121.0,583073.0
18043,2425417.0,2534222.0,2530820.0,2600472.0
18045,498302.0,517273.0,500903.0,536769.0
18047,465677.0,470792.0,486509.0,495074.0
18049,598362.0,606147.0,642335.0,626150.0
18051,2677512.0,2838950.0,3049925.0,2902220.0
18053,3999219.0,4490689.0,3829678.0,4276362.0
18055,579959.0,566956.0,568536.0,623538.0
18057,15087232.0,15547416.0,15934100.0,16176217.0
18059,1929478.0,2008215.0,2105964.0,2180514.0
18061,859861.0,862876.0,882551.0,893313.0
18063,5190305.0,5514080.0,5768101.0,6030852.0
18065,1017298.0,1023042.0,1061134.0,1134531.0
18067,5006828.0,5023786.0,5268619.0,5253267.0
18069,1262001.0,1248905.0,1279718.0,1296402.0
18071,2270764.0,2339143.0,2498300.0,2495376.0
18073,1320619.0,1338731.0,1381534.0,1311535.0
18075,932733.0,848857.0,885210.0,958240.0
18077,1321585.0,1337154.0,1386775.0,1373639.0
18079,640712.0,641307.0,646249.0,662272.0
18081,4062407.0,4133856.0,4324289.0,4534695.0
18083,1784299.0,1857842.0,1909283.0,1860452.0
18085,4691134.0,4263542.0,4384419.0,4549226.0
18087,1366762.0,1317524.0,1464687.0,1490183.0
18089,21955845.0,22285179.0,22372478.0,22602046.0
18091,3828465.0,3809847.0,3848432.0,3940402.0
18093,1287039.0,1322583.0,1311575.0,1363235.0
18095,3309585.0,3321008.0,3356841.0,3494610.0
18097,79228275.0,80755236.0,81713747.0,82996653.0
18099,1571668.0,1593377.0,1590747.0,1587315.0
18101,924109.0,933239.0,987031.0,1027957.0
18103,775569.0,822217.0,823086.0,824484.0
18105,5653521.0,5751130.0,5962418.0,6080616.0
18107,1586663.0,1622504.0,1584277.0,1586433.0
18109,1355919.0,1435233.0,1447248.0,1550375.0
18111,373196.0,352674.0,336006.0,349433.0
18113,1648146.0,1639737.0,1665449.0,1712402.0
18115,107530.0,103553.0,108625.0,103660.0
18117,561438.0,570377.0,600337.0,604918.0
18119,432365.0,449377.0,458010.0,465645.0
18121,275653.0,322998.0,320926.0,310227.0
18123,693092.0,708389.0,696896.0,696505.0
18125,758576.0,774454.0,814763.0,690529.0
18127,6134776.0,6296503.0,6292093.0,6370405.0
18129,1480476.0,1485397.0,1581104.0,1524491.0
18131,495974.0,517389.0,541925.0,520074.0
18133,934369.0,994002.0,1015373.0,1026472.0
18135,758668.0,712044.0,714968.0,731186.0
18137,1116090.0,1186941.0,1267581.0,1231942.0
18139,494096.0,541396.0,537833.0,554643.0
18143,566398.0,588547.0,607035.0,630586.0
18145,1912354.0,2032618.0,2010902.0,2032091.0
18147,1174280.0,1173906.0,1183845.0,1114528.0
18141,12049473.0,11981120.0,12094783.0,12554863.0
18149,404770.0,441163.0,459298.0,455392.0
18151,1240647.0,1257372.0,1311702.0,1355799.0
18153,955877.0,972644.0,911183.0,882530.0
18155,206733.0,207868.0,207471.0,207854.0
18157,7693297.0,7799233.0,7962074.0,8355142.0
18159,492970.0,522325.0,562155.0,646608.0
18161,127058.0,124488.0,126586.0,132120.0
18163,10204677.0,10154562.0,10363785.0,10474357.0
18165,683584.0,760163.0,740246.0,755958.0
18167,4645936.0,4578314.0,4568509.0,4542724.0
18169,1145348.0,1155647.0,1139965.0,1180811.0
18171,223006.0,267127.0,251395.0,288311.0
18173,2011070.0,1970058.0,1963308.0,2015080.0
18175,615054.0,567460.0,590052.0,633102.0
18177,2514120.0,2547446.0,2581702.0,2659403.0
18179,980371.0,968933.0,1000237.0,1063282.0
18181,880634.0,921093.0,899339.0,937398.0
18183,1104037.0,1169413.0,1188622.0,1211021.0
19001,328347.0,315310.0,319374.0,324537.0
19003,283787.0,302511.0,280320.0,296386.0
19005,571989.0,593313.0,544488.0,541503.0
19007,357330.0,359058.0,358792.0,348067.0
19009,245856.0,236395.0,249683.0,249566.0
19011,656477.0,660277.0,680997.0,740852.0
19013,7466513.0,6835480.0,6895327.0,7115887.0
19015,918138.0,910775.0,885440.0,967923.0
19017,1099724.0,1092552.0,1053747.0,1039846.0
19019,611563.0,591005.0,611841.0,601478.0
19021,1396750.0,1384319.0,1402443.0,1462894.0
19023,651233.0,764111.0,792589.0,739157.0
19025,407984.0,460719.0,424002.0,490304.0
19027,1247115.0,1296807.0,1315642.0,1325535.0
19029,666664.0,621439.0,633006.0,640979.0
19031,524823.0,505210.0,503107.0,544340.0
19033,2392015.0,2383966.0,2294118.0,2360792.0
19035,873033.0,900002.0,851770.0,876700.0
19037,751812.0,773455.0,664332.0,690161.0
19039,375228.0,372653.0,403686.0,421066.0
19041,1003498.0,882288.0,922509.0,964775.0
19043,790524.0,811869.0,840723.0,832243.0
19045,2159484.0,2089255.0,2095720.0,2106560.0
19047,719279.0,694175.0,709390.0,736402.0
19049,4561560.0,4746397.0,4679801.0,4763330.0
19051,204049.0,223490.0,221016.0,221183.0
19053,190197.0,188600.0,216742.0,224155.0
19055,835932.0,781261.0,820910.0,845252.0
19057,2172710.0,2196937.0,2166900.0,2198139.0
19059,881676.0,852238.0,874636.0,850226.0
19061,5185679.0,5073477.0,5120001.0,5194130.0
19063,459816.0,369340.0,417605.0,363045.0
19065,687063.0,699973.0,731090.0,698596.0
19067,721511.0,706885.0,657302.0,644007.0
19069,685354.0,677570.0,702524.0,679214.0
19071,256471.0,238303.0,252905.0,241298.0
19073,411558.0,418401.0,402151.0,417537.0
19075,603480.0,571645.0,700598.0,638762.0
19077,465170.0,424237.0,427466.0,457313.0
19079,765608.0,655830.0,680309.0,807344.0
19081,798787.0,664429.0,752094.0,755413.0
19083,907548.0,940470.0,1006092.0,1002720.0
19085,479292.0,516804.0,446383.0,451315.0
19087,750872.0,744410.0,751270.0,798306.0
19089,454760.0,417916.0,391889.0,417568.0
19091,475114.0,470312.0,443321.0,443824.0
19093,385707.0,378111.0,428877.0,429048.0
19095,775203.0,738351.0,771035.0,802948.0
19097,600793.0,605127.0,559811.0,593898.0
19099,988209.0,982323.0,976723.0,1058798.0
19101,598408.0,612099.0,606822.0,677208.0
19103,8024479.0,8049250.0,8281109.0,8385942.0
19105,568792.0,541093.0,548837.0,556983.0
19107,330752.0,363479.0,297889.0,336881.0
19109,1083142.0,1037829.0,1078023.0,1066212.0
19111,1751118.0,1641194.0,1551096.0,1580685.0
19113,15568897.0,15733507.0,15560368.0,15957005.0
19115,484209.0,476180.0,486571.0,551334.0
19117,286828.0,291041.0,289019.0,309877.0
19119,1017412.0,1213612.0,1260985.0,1126386.0
19121,374195.0,365884.0,370091.0,393017.0
19123,770666.0,778726.0,784005.0,872648.0
19125,1486371.0,1463150.0,1481091.0,1546001.0
19127,1594637.0,1583533.0,1571406.0,1691952.0
19129,455279.0,465649.0,496136.0,508666.0
19131,642065.0,623222.0,604233.0,652501.0
19133,343507.0,399113.0,404898.0,366224.0
19135,393897.0,382638.0,388700.0,424160.0
19137,398223.0,373573.0,388312.0,385816.0
19139,2306755.0,2284845.0,2265143.0,2298640.0
19141,936080.0,1148411.0,1164151.0,1116366.0
19143,471602.0,456467.0,507733.0,495070.0
19145,506121.0,506133.0,501767.0,531794.0
19147,580810.0,487974.0,555354.0,528894.0
19149,1415752.0,1613598.0,1567910.0,1556493.0
19151,654342.0,679430.0,501363.0,538662.0
19153,35696734.0,36688552.0,36211368.0,36757721.0
19155,4553463.0,4611782.0,4445608.0,4637631.0
19157,1107148.0,1088574.0,1093660.0,1129491.0
19159,167354.0,157843.0,189495.0,185894.0
19161,564822.0,539118.0,518523.0,589102.0
19163,8160232.0,8052003.0,8012364.0,8208858.0
19165,1047408.0,1021387.0,1019531.0,1023116.0
19167,2486700.0,2434370.0,2684788.0,2676524.0
19169,4716210.0,4627378.0,4744881.0,4814640.0
19171,486404.0,513704.0,506975.0,548997.0
19173,257710.0,179462.0,232534.0,234141.0
19175,562082.0,541249.0,521452.0,535762.0
19177,222327.0,207442.0,206315.0,223794.0
19179,1648982.0,1572369.0,1597865.0,1628245.0
19181,975289.0,995315.0,1017135.0,1042882.0
19183,1024688.0,934993.0,1084028.0,1151368.0
19185,214416.0,219054.0,224788.0,235082.0
19187,2194846.0,2137710.0,2074199.0,2097183.0
19189,473931.0,416167.0,436815.0,431395.0
19191,1059596.0,1063400.0,953582.0,988435.0
19193,5044728.0,4941052.0,4618402.0,4770518.0
19195,461492.0,372315.0,338045.0,356108.0
19197,980932.0,889787.0,909568.0,958690.0
20001,472585.0,445634.0,466896.0,474012.0
20003,241649.0,283448.0,218806.0,231865.0
20005,541924.0,535508.0,567131.0,578478.0
20007,241482.0,222525.0,235137.0,221700.0
20009,1225174.0,1187354.0,1172947.0,1205928.0
20011,539898.0,539996.0,553521.0,558719.0
20013,435913.0,420295.0,416927.0,433017.0
20015,1746350.0,2196235.0,2214884.0,2283399.0
20017,111252.0,117690.0,113197.0,113451.0
20019,83682.0,78300.0,74342.0,75066.0
20021,519045.0,592225.0,632446.0,688966.0
20023,124325.0,120229.0,113108.0,138297.0
20025,138368.0,167363.0,230583.0,249258.0
20027,295130.0,284338.0,280300.0,267313.0
20029,330892.0,346436.0,343603.0,317960.0
20031,783820.0,860876.0,854751.0,819586.0
20033,91453.0,74095.0,73014.0,76885.0
20035,1259423.0,1236397.0,1220918.0,1223190.0
20037,1312113.0,1303739.0,1357533.0,1373034.0
20039,173631.0,177876.0,150564.0,158897.0
20041,604215.0,609112.0,611170.0,593932.0
20043,206694.0,198858.0,194062.0,206919.0
20045,4205852.0,4338539.0,4404306.0,4458646.0
20047,184405.0,176372.0,136710.0,161848.0
20049,103502.0,98425.0,87405.0,87260.0
20051,1499857.0,1500460.0,1490048.0,1520452.0
20053,229710.0,226141.0,227348.0,226719.0
20055,1893785.0,2018161.0,1926680.0,1995782.0
20057,1479374.0,1545775.0,1610187.0,1676999.0
20059,803174.0,805020.0,816273.0,809403.0
20061,2772747.0,2624842.0,2583215.0,2540165.0
20063,199354.0,189084.0,178678.0,178222.0
20065,134350.0,116364.0,122705.0,126429.0
20067,653812.0,815669.0,693589.0,585765.0
20069,861114.0,926068.0,827623.0,774123.0
20071,61646.0,71710.0,76161.0,103802.0
20073,168538.0,164968.0,159929.0,161367.0
20075,295990.0,336120.0,329800.0,393421.0
20077,329169.0,321105.0,300229.0,302643.0
20079,1119441.0,1125067.0,1086867.0,1116247.0
20081,410248.0,511287.0,396817.0,348946.0
20083,90648.0,89195.0,76241.0,93517.0
20085,308980.0,303567.0,312302.0,316146.0
20087,331104.0,332355.0,335171.0,335533.0
20089,135064.0,121413.0,99184.0,110189.0
20091,39987062.0,41279166.0,42523370.0,43264041.0
20093,318782.0,319613.0,310724.0,317292.0
20095,339872.0,343470.0,287965.0,293554.0
20097,143178.0,143582.0,135292.0,147829.0
20099,753141.0,751234.0,758771.0,777207.0
20101,263064.0,258786.0,276917.0,302899.0
20103,2547407.0,2529313.0,2523593.0,2560260.0
20105,119761.0,120720.0,118377.0,115211.0
20107,482331.0,558987.0,387178.0,416339.0
20109,137353.0,133641.0,131518.0,143712.0
20111,1190211.0,1184861.0,1191689.0,1244636.0
20115,1538048.0,1814155.0,1898548.0,2006354.0
20117,364417.0,385259.0,338903.0,342297.0
20113,528246.0,526565.0,533796.0,527146.0
20119,284711.0,311650.0,324555.0,338981.0
20121,693229.0,726565.0,737315.0,756381.0
20123,390805.0,408844.0,413096.0,394383.0
20125,1305381.0,1716351.0,1836641.0,1939453.0
20127,210025.0,231872.0,213854.0,183131.0
20129,161977.0,146158.0,171916.0,159918.0
20131,503734.0,542556.0,545453.0,538363.0
20133,489913.0,488811.0,497669.0,510011.0
20135,165728.0,186002.0,204609.0,226040.0
20137,213428.0,227580.0,219409.0,220442.0
20139,249991.0,262963.0,247203.0,251200.0
20141,164069.0,170706.0,182964.0,184274.0
20143,131820.0,143564.0,123944.0,128707.0
20145,323883.0,396274.0,286978.0,272632.0
20147,266919.0,303256.0,294204.0,288179.0
20149,1346577.0,1286248.0,1272609.0,1255957.0
20151,467479.0,458835.0,520955.0,530550.0
20153,133297.0,125294.0,128673.0,142052.0
20155,2222308.0,2196325.0,2288360.0,2307946.0
20157,234831.0,257598.0,218219.0,217272.0
20159,499523.0,431980.0,400403.0,443582.0
20161,2498660.0,2516075.0,2453994.0,2469027.0
20163,205631.0,211081.0,215616.0,219817.0
20165,139119.0,124959.0,125497.0,143452.0
20167,284046.0,336766.0,338571.0,340325.0
20169,2776722.0,2857746.0,2933705.0,2956168.0
20171,532689.0,677112.0,687656.0,613415.0
20173,25965017.0,27164874.0,27734703.0,28724113.0
20175,1335459.0,1245933.0,1232004.0,1298434.0
20177,8721802.0,8854716.0,8827484.0,9032118.0
20179,130929.0,137685.0,126621.0,131903.0
20181,227698.0,222832.0,226687.0,273047.0
20183,182233.0,175248.0,161807.0,170789.0
20185,129859.0,144988.0,123664.0,141068.0
20187,126744.0,111749.0,119775.0,156763.0
20189,260208.0,246572.0,254402.0,268179.0
20191,657368.0,763770.0,754205.0,715695.0
20193,395459.0,389736.0,414243.0,413995.0
20195,211590.0,155967.0,169023.0,202879.0
20197,127029.0,127855.0,127022.0,130256.0
20199,91717.0,104461.0,118874.0,136715.0
20201,251765.0,246993.0,223372.0,222464.0
20203,292084.0,370792.0,260805.0,293066.0
20205,330042.0,332939.0,341281.0,347352.0
20207,77787.0,75314.0,82177.0,81905.0
20209,11280263.0,10213177.0,10343504.0,10433971.0
21001,334063.0,323124.0,321031.0,328768.0
21003,410211.0,422826.0,414250.0,429841.0
21005,420867.0,419662.0,423735.0,434709.0
21007,290060.0,263645.0,252110.0,238341.0
21009,1365942.0,1365099.0,1375848.0,1381824.0
21011,154741.0,151033.0,151011.0,153922.0
21013,692212.0,668744.0,672496.0,668283.0
21015,7318891.0,7600790.0,7867282.0,8145159.0
21017,744961.0,732345.0,731288.0,744850.0
21019,4048973.0,3521869.0,3948906.0,4208514.0
21021,1121562.0,1142634.0,1149019.0,1172393.0
21023,118321.0,134210.0,137725.0,135668.0
21025,239313.0,227452.0,226979.0,225099.0
21027,353258.0,333236.0,351063.0,349646.0
21029,1931010.0,2033335.0,2160673.0,2225729.0
21031,330437.0,353326.0,356088.0,348093.0
21033,329034.0,342619.0,336463.0,356610.0
21035,1273362.0,1262457.0,1275408.0,1280784.0
21037,2726347.0,2843604.0,2851553.0,2894065.0
21039,159057.0,184440.0,160316.0,160381.0
21041,1422864.0,1429168.0,1426104.0,1436244.0
21043,407821.0,398748.0,398965.0,403150.0
21045,294882.0,293275.0,291641.0,296078.0
21047,5617476.0,5290368.0,5332431.0,5274474.0
21049,1199230.0,1202730.0,1216726.0,1245254.0
21051,330305.0,332107.0,331892.0,328743.0
21053,267365.0,253142.0,261517.0,270001.0
21055,195957.0,196673.0,192069.0,191802.0
21057,144331.0,142886.0,147966.0,158340.0
21059,4009903.0,3942353.0,3999442.0,4067175.0
21061,140862.0,144948.0,143980.0,144647.0
21063,69935.0,70494.0,72313.0,71457.0
21065,196706.0,191779.0,192273.0,189800.0
21067,18688907.0,19071470.0,19038234.0,19202370.0
21069,273588.0,262228.0,265919.0,271775.0
21071,1057043.0,1043654.0,1078687.0,1056986.0
21073,3130442.0,3214004.0,3139636.0,3228327.0
21075,214841.0,200953.0,202473.0,195791.0
21077,375762.0,387483.0,358545.0,357027.0
21079,212057.0,201843.0,199394.0,204461.0
21081,452276.0,470195.0,470354.0,469275.0
21083,1119325.0,1116481.0,1187750.0,1174116.0
21085,642063.0,642590.0,668725.0,662447.0
21087,153699.0,143527.0,155480.0,150893.0
21089,730103.0,706302.0,704707.0,724722.0
21091,914973.0,942511.0,833590.0,824556.0
21093,4575889.0,4595481.0,4723036.0,4763191.0
21095,608935.0,574442.0,569723.0,568852.0
21097,437267.0,458049.0,447737.0,455479.0
21099,482173.0,481915.0,493184.0,500613.0
21101,1947046.0,1983475.0,1927128.0,1917354.0
21103,364746.0,366756.0,358080.0,365170.0
21105,204456.0,211743.0,213077.0,218142.0
21107,1685754.0,1609850.0,1588555.0,1525769.0
21109,161745.0,160644.0,153462.0,155025.0
21111,47191298.0,48115832.0,48991855.0,49831577.0
21113,1410397.0,1431319.0,1482306.0,1503480.0
21115,419585.0,406733.0,408723.0,403777.0
21117,6366621.0,6611468.0,6611565.0,6947960.0
21119,274983.0,223316.0,209899.0,210393.0
21121,588773.0,583276.0,584762.0,577658.0
21123,196042.0,201321.0,195117.0,194582.0
21125,1859409.0,1909331.0,1960167.0,1990777.0
21127,411751.0,308179.0,302934.0,315702.0
21129,131378.0,129564.0,125759.0,133468.0
21131,170826.0,161986.0,160905.0,160409.0
21133,404839.0,356917.0,347871.0,363118.0
21135,177167.0,168741.0,168300.0,168650.0
21137,382469.0,395092.0,394834.0,393493.0
21139,299715.0,287657.0,294497.0,279110.0
21141,1227146.0,1235117.0,1209259.0,1193555.0
21143,173248.0,179267.0,195522.0,189106.0
21151,2575607.0,2581961.0,2583441.0,2634589.0
21153,153543.0,140825.0,134596.0,139446.0
21155,664483.0,673604.0,685475.0,710662.0
21157,1134531.0,1131830.0,1148245.0,1154718.0
21159,366207.0,355841.0,325430.0,305534.0
21161,907580.0,991158.0,935037.0,972077.0
21145,3700034.0,3742652.0,3622083.0,3679761.0
21147,221557.0,222330.0,225736.0,225837.0
21149,286556.0,298483.0,318820.0,331604.0
21163,442904.0,447045.0,430697.0,435899.0
21165,76532.0,76260.0,77323.0,78518.0
21167,912096.0,965305.0,899479.0,923901.0
21169,179173.0,173301.0,185724.0,186698.0
21171,275501.0,278600.0,284461.0,287913.0
21173,903218.0,891325.0,891219.0,894854.0
21175,220998.0,232272.0,236300.0,236315.0
21177,1504308.0,1311811.0,1228479.0,1258930.0
21179,1493343.0,1485673.0,1529638.0,1586803.0
21181,80927.0,80076.0,77447.0,77822.0
21183,883878.0,826263.0,842955.0,848711.0
21185,1359293.0,1427548.0,1489256.0,1512023.0
21187,182661.0,187209.0,177875.0,168567.0
21189,51530.0,51987.0,51191.0,51822.0
21191,251302.0,243906.0,250174.0,246250.0
21193,1105110.0,966630.0,979952.0,960216.0
21195,2695598.0,2683994.0,2736164.0,2703199.0
21197,198788.0,197116.0,196627.0,197292.0
21199,1960052.0,1988824.0,2003173.0,2051058.0
21201,24690.0,26076.0,25335.0,25531.0
21203,245515.0,253829.0,262700.0,266553.0
21205,646782.0,658578.0,655209.0,662311.0
21207,519194.0,509599.0,534487.0,558876.0
21209,2243664.0,2338983.0,2397714.0,2422975.0
21211,1358955.0,1376677.0,1400602.0,1422182.0
21213,808846.0,847797.0,856593.0,850415.0
21215,184304.0,194128.0,195094.0,193530.0
21217,786395.0,802636.0,824931.0,796470.0
21219,327143.0,317705.0,320630.0,340291.0
21221,294848.0,276512.0,276395.0,271023.0
21223,431601.0,435941.0,448918.0,447742.0
21225,667814.0,626698.0,620104.0,593494.0
21227,5165512.0,5272878.0,5341287.0,5423938.0
21229,295355.0,288403.0,293354.0,294722.0
21231,361024.0,361242.0,360236.0,363684.0
21233,657131.0,592060.0,585389.0,590257.0
21235,1552774.0,1625077.0,1634463.0,1632913.0
21237,93035.0,95075.0,92978.0,92991.0
21239,966450.0,979105.0,992683.0,1000732.0
22001,1596865.0,1593043.0,1593431.0,1603705.0
22003,591149.0,615584.0,629176.0,630538.0
22005,8200541.0,7922252.0,8313793.0,8603284.0
22007,439467.0,406603.0,438719.0,453858.0
22009,828797.0,833993.0,854404.0,848022.0
22011,916684.0,908107.0,902247.0,921931.0
22013,614943.0,613315.0,705618.0,744493.0
22015,5515885.0,5437417.0,5592987.0,5812033.0
22017,12924987.0,12866194.0,13077685.0,13294109.0
22019,12688677.0,13176048.0,13878425.0,14399795.0
22021,180711.0,180706.0,177456.0,179444.0
22023,1299342.0,1755741.0,1974504.0,1907462.0
22025,197962.0,202002.0,219910.0,194824.0
22027,541167.0,498480.0,517085.0,517129.0
22029,514516.0,553930.0,550827.0,571467.0
22031,2927784.0,3024224.0,3704041.0,3779059.0
